subject,message,label
Dokumentu nosūtīšana,"Labdien, skolēni!

Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Ja nepieciešams, varam vienoties par citu laiku. Dokumenti būs pieejami arī klātienes tikšanās laikā. Šonedēļ esam sagatavojuši vairākus jaunumus. Paldies par jūsu iepriekšējo atbildi.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Steidzams paziņojums,"Labdien!

Drošības sistēma ir pamanījusi aizdomīgu darbību. Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu. Nepieciešams rīkoties pirms konta statusa maiņas.

Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Ar cieņu,
Atbalsta komanda.",phishing
Aptauja par pakalpojumu,Labdien! Vēlamies uzzināt jūsu viedokli par mūsu pakalpojumu. Aptaujas aizpildīšana aizņems aptuveni piecas minūtes.,normal
Apstipriniet konta informāciju,"Sveiki, klient!

Automātiskā sistēma ir atzīmējusi jūsu kontu pārbaudei.
Nepieciešams apstiprināt, ka konts joprojām pieder jums.

Papildu informācija par pārbaudi ir pieejama konta sadaļā.

Ja darbība netiks apstiprināta, konta izmantošana var būt ierobežota. Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Ar cieņu,
Atbalsta komanda.",phishing
Atgādinājums par tikšanos,"Labdien, skolēni!

Jūsu rezervācija ir veiksmīgi apstiprināta. Papildu informāciju varat saņemt, sazinoties ar mums. Informācija par jaunumiem ir pieejama mūsu mājaslapā.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Informācija klientiem,"Labdien, skolēni!

Sanāksmes laikā pārrunāsim aktuālos jautājumus. Pielikumā nosūtām informāciju par plānoto pasākumu. Šonedēļ esam sagatavojuši vairākus jaunumus. Paldies par jūsu iepriekšējo atbildi. Papildu informāciju varat saņemt, sazinoties ar mums. Aptauja aizņems tikai dažas minūtes.

Lai jauka diena!
Mūsu komanda.",normal
Darba grafiks,"Labdien, kolēģi!

Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Informācija par darba grafiku ir pievienota šim ziņojumam. Nodarbība notiks ierastajā laikā. Piegāde ir plānota tuvāko trīs darba dienu laikā. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Atgādinām, ka pasākums notiks piektdien.

Paldies!
Klientu serviss.",normal
Nedēļas jaunumi,"Labdien, Anna!

Pasākuma sākums paredzēts plkst. 10.00. Papildu informāciju varat saņemt, sazinoties ar mums. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Sanāksmes laikā pārrunāsim aktuālos jautājumus.

Ar cieņu,
Projektu komanda.",normal
Jūsu profils ir jāatjauno,"Sveiki!

Mūsu sistēmā ir reģistrēta neparasta piekļuves darbība. Nepieciešams apstiprināt, ka konts joprojām pieder jums. Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Paldies par sapratni.",phishing
Informācija par nodarbību,"Sveiki, komanda!

Šonedēļ esam sagatavojuši vairākus jaunumus. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību.

Ar cieņu,
Projektu komanda.",normal
Maksājuma apstiprināšana,"Labdien, cienījamais klient!

Svarīga informācija par jūsu kontu.

Mūsu sistēmā ir reģistrēta neparasta piekļuves darbība. Atbildēt uz šo ziņojumu nav nepieciešams.

Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi.
Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Pārbaudes termiņš ir ierobežots.

Paldies par sapratni.",phishing
Darījuma pārbaude,"Labdien!

Ir konstatēta iespējama neatbilstība konta informācijā. Lūdzu, apstipriniet savu konta informāciju. Ja pārbaude netiks veikta, piekļuve kontam var tikt ierobežota.

Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Ar cieņu,
Drošības nodaļa.",phishing
Pasākuma programma,"Labdien, cienījamie klienti!

Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Mēs priecāsimies saņemt jūsu komentārus. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Mēs nosūtīsim papildu informāciju pēc tikšanās. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Atgādinām par rīt plānoto tikšanos.

Veiksmīgu dienu!
Mūsu komanda.",normal
Konta darbības apstiprināšana,"Sveiki!

Svarīga informācija par jūsu kontu.

Mūsu sistēma ir konstatējusi neparastu aktivitāti jūsu kontā. Paziņojums ir nosūtīts automātiski.

Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu.
Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Pārbaudi ieteicams pabeigt tuvākajā laikā.

Paldies par sadarbību.",phishing
Identitātes pārbaude,"Sveiki, klient!

Svarīga informācija par jūsu kontu.

Kontam ir nepieciešama papildu drošības pārbaude. Šis ir automātiski nosūtīts paziņojums.

Lūdzu, pārbaudiet norādīto informāciju un apstipriniet darbību.
Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Nepieciešams rīkoties pirms konta statusa maiņas.

Paldies par sapratni.",phishing
Jūsu kontam nepieciešama pārbaude,"Sveiki!

Kontam ir nepieciešama papildu drošības pārbaude.

Šis ir automātiski nosūtīts paziņojums. Nepieciešams apstiprināt, ka konts joprojām pieder jums.

Ja pārbaude netiks veikta, piekļuve kontam var tikt ierobežota. Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Atjauniniet savu paroli,"Drošības apsvērumu dēļ nepieciešams apstiprināt paroli.

Lai turpinātu, izmantojiet norādīto saiti:
https://payment-verification.example",phishing
Jūsu kontam nepieciešama uzmanība,"Lai novērstu konta bloķēšanu, nepieciešams atkārtoti apstiprināt jūsu personas un maksājumu informāciju.

Lūdzu, rīkojieties pēc iespējas ātrāk.",phishing
Attālināta darba iespēja,"Meklējam cilvēkus vienkāršam darbam internetā. Iespējams nopelnīt lielu summu katru dienu. Uzrakstiet mūsu pārstāvim Telegram.

Lai turpinātu, izmantojiet norādīto saiti:
https://example-login-check.com",phishing
Tikšanās apstiprinājums,Labdien! Vēlos apstiprināt mūsu tikšanos rīt plkst. 14.00.,normal
Jūsu profils ir jāatjauno,"Labdien!

Svarīga informācija par jūsu kontu.

Jūsu profils pašlaik gaida papildu pārbaudi. Drošības pārbaude ir nepieciešama, lai aizsargātu jūsu kontu.

Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu.
Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Nepieciešams rīkoties pirms konta statusa maiņas.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Svarīgs drošības paziņojums,"Cienījamais lietotāj!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Mūsu sistēmā ir reģistrēta neparasta piekļuves darbība.

Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu. Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Attālināta darba iespēja,"Jums ir iespēja iegūt labi apmaksātu darbu bez pieredzes. Vietu skaits ir ierobežots. Reģistrējieties, izmantojot norādīto saiti.

Lai turpinātu, izmantojiet norādīto saiti:
https://account-security-check.com

Lūdzu, rīkojieties pēc iespējas ātrāk.",phishing
Svarīgs klienta paziņojums,"Sveiki, klient!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Ir konstatēta darbība, kuru nepieciešams apstiprināt.

Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk. Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Pārbaudi ieteicams pabeigt tuvākajā laikā.

Ar cieņu,
Konta drošības komanda.",phishing
Informācija klientiem,"Labdien, kolēģi!

Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Mēs priecāsimies saņemt jūsu komentārus. Mēs novērtējam jūsu atsauksmes un ieteikumus. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Informācija par darba grafiku ir pievienota šim ziņojumam. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību.

Ar cieņu,
Skolas administrācija.",normal
Atvaļinājuma plāns,"Labdien, Anna!

Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Darba grafiks nākamajai nedēļai ir sagatavots. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Aptauja aizņems tikai dažas minūtes.

Paldies!
Klientu serviss.",normal
Neparasta aktivitāte kontā,"Labdien!

Mūsu sistēmā ir reģistrēta neparasta piekļuves darbība. Nepieciešams apstiprināt, ka konts joprojām pieder jums. Nepieciešams rīkoties pirms konta statusa maiņas.

Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Ar cieņu,
Konta drošības komanda.",phishing
Jaunā darba kārtība,"Sveiki, komanda!

Darba grafiks nākamajai nedēļai ir sagatavots. Dokumenti būs pieejami arī klātienes tikšanās laikā. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Informācija par jaunumiem ir pieejama mūsu mājaslapā.

Veiksmīgu dienu!
Mūsu komanda.",normal
Pasūtījuma statuss,"Labdien!

Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Paldies par jūsu iepriekšējo atbildi. Jūsu rezervācija ir veiksmīgi apstiprināta.

Ar cieņu,
Skolas administrācija.",normal
Nepieciešams apstiprinājums,"Sveiki!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Jūsu konta drošības statuss ir jāapstiprina.

Lai izvairītos no piekļuves ierobežošanas, apstipriniet konta datus. Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Pārbaudes termiņš ir ierobežots.

Ar cieņu,
Atbalsta komanda.",phishing
Drošības sistēmas brīdinājums,"Sveiki!

Svarīga informācija par jūsu kontu.

Automātiskās pārbaudes laikā tika konstatēta nepieciešamība atjaunināt informāciju. Lūdzu, saglabājiet šo paziņojumu turpmākai atsaucei.

Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi.
Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Lūdzu, pievērsiet šim paziņojumam uzmanību.

Ar cieņu,
Drošības nodaļa.",phishing
Drošības sistēmas brīdinājums,"Cienījamais lietotāj!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Automātiskā sistēma ir atzīmējusi jūsu kontu pārbaudei.

Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk. Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Lūdzu, pievērsiet šim paziņojumam uzmanību.

Ar cieņu,
Konta drošības komanda.",phishing
Jūsu kontam nepieciešama pārbaude,"Labdien!

Jūsu profils pašlaik gaida papildu pārbaudi. Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi. Pārbaudi ieteicams pabeigt tuvākajā laikā.

Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Identitātes pārbaude,"Labdien!

Ir konstatēta darbība, kuru nepieciešams apstiprināt.

Šis ir automātiski nosūtīts paziņojums. Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi.

Lūdzu, pievērsiet šim paziņojumam uzmanību. Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Ar cieņu,
Drošības nodaļa.",phishing
Pēdējais brīdinājums,"Šī ir pēdējā iespēja apstiprināt jūsu kontu. Rīkojieties nekavējoties.

Lai turpinātu, izmantojiet norādīto saiti:
https://t.me/fast_work",phishing
Jūsu kontam nepieciešama pārbaude,"Labdien!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Jūsu profils pašlaik gaida papildu pārbaudi.

Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi. Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Nepieciešams rīkoties pirms konta statusa maiņas.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Drošības sistēmas brīdinājums,"Svarīgs paziņojums!

Automātiskās pārbaudes laikā tika konstatēta nepieciešamība atjaunināt informāciju.

Pārbaude tiek veikta drošības nolūkos. Lūdzu, pārbaudiet norādīto informāciju un apstipriniet darbību.

Lūdzu, neatlieciet šo pārbaudi. Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Ar cieņu,
Drošības nodaļa.",phishing
Paroles derīguma termiņš,"Jūsu kontā konstatēta aizdomīga aktivitāte. Lai aizsargātu kontu, veiciet paroles pārbaudi.

Lai turpinātu, izmantojiet norādīto saiti:
https://t.me/fast_work

Lūdzu, rīkojieties pēc iespējas ātrāk.",phishing
Maksājuma apstiprināšana,"Labdien!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Sistēma nevarēja automātiski apstiprināt pēdējo darbību.

Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk. Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Ja pārbaude netiks veikta, piekļuve kontam var tikt ierobežota.

Paldies par sapratni.",phishing
Drošības sistēmas brīdinājums,"Sveiki, klient!

Svarīga informācija par jūsu kontu.

Jūsu konta drošības statuss ir jāapstiprina. Drošības pārbaude ir nepieciešama, lai aizsargātu jūsu kontu.

Lai turpinātu izmantot pakalpojumu, jāapstiprina jūsu informācija.
Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Lūdzu, neatlieciet šo pārbaudi.

Ar cieņu,
Drošības nodaļa.",phishing
Neparasta aktivitāte kontā,"Labdien!

Svarīga informācija par jūsu kontu.

Pēdējās konta darbības dēļ nepieciešama papildu pārbaude. Pārbaude tiek veikta drošības nolūkos.

Nepieciešams apstiprināt, ka konts joprojām pieder jums.
Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Pārbaudes termiņš ir ierobežots.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Piekļuves atjaunošana,"Labdien, cienījamais klient!

Ir konstatēta darbība, kuru nepieciešams apstiprināt.
Lūdzu, apstipriniet savu konta informāciju.

Šī darbība ir saistīta ar jūsu konta drošību.

Ja pārbaude netiks veikta, piekļuve kontam var tikt ierobežota. Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Paldies par sapratni.",phishing
Attālināta darba iespēja,"Jums ir iespēja iegūt labi apmaksātu darbu bez pieredzes. Vietu skaits ir ierobežots. Reģistrējieties, izmantojot norādīto saiti.

Lai turpinātu, izmantojiet norādīto saiti:
https://t.me/earn_money_lv

Lūdzu, rīkojieties pēc iespējas ātrāk.",phishing
Atvaļinājuma plāns,"Sveiki, kolēģi!

Pasākuma sākums paredzēts plkst. 10.00. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Šonedēļ esam sagatavojuši vairākus jaunumus. Atgādinām par rīt plānoto tikšanos. Sanāksmes laikā pārrunāsim aktuālos jautājumus.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Mēneša pārskats,"Labdien!

Atgādinām, ka pasākums notiks piektdien. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Darba grafiks nākamajai nedēļai ir sagatavots.

Ar cieņu,
Projektu komanda.",normal
Svarīgs paziņojums,"Lai saņemtu papildu informāciju, pievienojieties mūsu Telegram kanālam.",phishing
Dokumentu nosūtīšana,"Sveiki, kolēģi!

Darba grafiks nākamajai nedēļai ir sagatavots. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Pielikumā nosūtām informāciju par plānoto pasākumu. Papildu informāciju varat saņemt, sazinoties ar mums.

Ar cieņu,
Administrācija.",normal
Informācija par nodarbību,"Labdien, kolēģi!

Papildu informāciju varat saņemt, sazinoties ar mums. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties.

Lai jauka diena!
Mūsu komanda.",normal
Jūsu kontam nepieciešama pārbaude,"Labdien, cienījamais klient!

Svarīga informācija par jūsu kontu.

Drošības sistēma ir pamanījusi aizdomīgu darbību. Šī darbība ir saistīta ar jūsu konta drošību.

Nepieciešams apstiprināt, ka konts joprojām pieder jums.
Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Pārbaudi ieteicams pabeigt tuvākajā laikā.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Informācija par nodarbību,"Labdien, skolēni!

Pielikumā nosūtām informāciju par plānoto pasākumu. Nodarbība notiks ierastajā laikā. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Šonedēļ esam sagatavojuši vairākus jaunumus. Jūsu rezervācija ir veiksmīgi apstiprināta.

Paldies!
Klientu serviss.",normal
Attālināta darba iespēja,Meklējam cilvēkus vienkāršam darbam internetā. Iespējams nopelnīt lielu summu katru dienu. Uzrakstiet mūsu pārstāvim Telegram.,phishing
Piegādes informācija,"Sveiki!

Informācija par darba grafiku ir pievienota šim ziņojumam. Atgādinām par rīt plānoto tikšanos. Paldies, ka izmantojat mūsu pakalpojumus. Dokumenti būs pieejami arī klātienes tikšanās laikā. Aptauja aizņems tikai dažas minūtes. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību.

Veiksmīgu dienu!
Mūsu komanda.",normal
Jūsu kontam nepieciešama pārbaude,"Svarīgs paziņojums!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Kontam ir nepieciešama papildu drošības pārbaude.

Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk. Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Ar cieņu,
Konta drošības komanda.",phishing
Bibliotēkas atgādinājums,"Sveiki!

Piegāde ir plānota tuvāko trīs darba dienu laikā. Informācija par darba grafiku ir pievienota šim ziņojumam. Pasākuma sākums paredzēts plkst. 10.00. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Nodarbība notiks ierastajā laikā.

Ar cieņu,
Skolas administrācija.",normal
Semināra programma,"Sveiki, kolēģi!

Atgādinām, ka pasākums notiks piektdien. Mēs novērtējam jūsu atsauksmes un ieteikumus. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Paldies par jūsu laiku un atsaucību.

Lai jauka diena!
Mūsu komanda.",normal
Konta piekļuves problēma,"Labdien!

Svarīga informācija par jūsu kontu.

Automātiskā sistēma ir atzīmējusi jūsu kontu pārbaudei. Pārbaude tiek veikta drošības nolūkos.

Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi.
Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Lūdzu, pievērsiet šim paziņojumam uzmanību.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Tikšanās laika maiņa,"Labdien! Atgādinu, ka mūsu tikšanās notiks rīt plkst. 10.30.",normal
Konta piekļuves problēma,"Sveiki, klient!

Svarīga informācija par jūsu kontu.

Jūsu profils pašlaik gaida papildu pārbaudi. Šis ir automātiski nosūtīts paziņojums.

Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi.
Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Atvaļinājuma plāns,"Labdien, kolēģi!

Paldies, ka izmantojat mūsu pakalpojumus. Pielikumā nosūtām informāciju par plānoto pasākumu. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Bibliotēkas atgādinājums,"Labdien, kolēģi!

Jūsu rezervācija ir veiksmīgi apstiprināta. Paldies par jūsu laiku un atsaucību. Atgādinām, ka pasākums notiks piektdien. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā.

Lai jauka diena!
Mūsu komanda.",normal
Paroles derīguma termiņš,"Jūsu kontā konstatēta aizdomīga aktivitāte. Lai aizsargātu kontu, veiciet paroles pārbaudi.

Lūdzu, rīkojieties pēc iespējas ātrāk.",phishing
Piekļuves atjaunošana,"Labdien!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Automātiskā sistēma ir atzīmējusi jūsu kontu pārbaudei.

Lai turpinātu izmantot pakalpojumu, jāapstiprina jūsu informācija. Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi.

Ar cieņu,
Drošības nodaļa.",phishing
Rezervācijas apstiprinājums,"Sveiki!

Mēs nosūtīsim papildu informāciju pēc tikšanās. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Pielikumā nosūtām informāciju par plānoto pasākumu. Šonedēļ esam sagatavojuši vairākus jaunumus. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Jūsu rezervācija ir veiksmīgi apstiprināta.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Jūsu balva ir gatava,"Jūsu balva ir rezervēta. Lai to saņemtu, aizpildiet reģistrācijas formu.

Lai turpinātu, izmantojiet norādīto saiti:
https://example-login-check.com",phishing
Atgādinājums par tikšanos,"Labdien, skolēni!

Paldies, ka izmantojat mūsu pakalpojumus. Pasākuma sākums paredzēts plkst. 10.00. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli.

Ar cieņu,
Administrācija.",normal
Svarīgs klienta paziņojums,"Svarīgs paziņojums!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Kontam ir nepieciešama papildu drošības pārbaude.

Lai turpinātu izmantot pakalpojumu, jāapstiprina jūsu informācija. Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Lūdzu, neatlieciet šo pārbaudi.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Informācija klientiem,"Labdien, Anna!

Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Informācija par darba grafiku ir pievienota šim ziņojumam. Aptauja aizņems tikai dažas minūtes. Paldies par jūsu iepriekšējo atbildi.

Veiksmīgu dienu!
Mūsu komanda.",normal
Informācija par pasākumu,"Labdien, cienījamie klienti!

Dokumenti būs pieejami arī klātienes tikšanās laikā. Darba grafiks nākamajai nedēļai ir sagatavots. Mēs priecāsimies saņemt jūsu komentārus. Nodarbība notiks ierastajā laikā.

Ar cieņu,
Skolas administrācija.",normal
Aptauja par pakalpojumu,"Sveiki, Jāni!

Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Paldies par jūsu iepriekšējo atbildi. Šonedēļ esam sagatavojuši vairākus jaunumus. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Piegāde ir plānota tuvāko trīs darba dienu laikā.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Nepieciešama informācija par sūtījumu,"Nepieciešams veikt nelielu maksājumu, lai pabeigtu sūtījuma piegādi.

Lūdzu, rīkojieties pēc iespējas ātrāk.",phishing
Pasūtījuma statuss,"Labdien!

Pasākuma sākums paredzēts plkst. 10.00. Atgādinām par rīt plānoto tikšanos. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Mēs nosūtīsim papildu informāciju pēc tikšanās. Informācija par darba grafiku ir pievienota šim ziņojumam. Paldies par jūsu laiku un atsaucību.

Ar cieņu,
Skolas administrācija.",normal
Steidzams darba piedāvājums,"Vēlies nopelnīt vairāk naudas un strādāt mazāk? Nav nepieciešama iepriekšēja pieredze. Lai sāktu, sazinieties ar mums Telegram.

Lai turpinātu, izmantojiet norādīto saiti:
https://t.me/earn_money_lv",phishing
Darījuma pārbaude,"Cienījamais lietotāj!

Automātiskā sistēma ir atzīmējusi jūsu kontu pārbaudei.

Atbildēt uz šo ziņojumu nav nepieciešams. Lai turpinātu izmantot pakalpojumu, jāapstiprina jūsu informācija.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas. Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Ar cieņu,
Atbalsta komanda.",phishing
Informācija par pasākumu,"Sveiki, Jāni!

Informācija par darba grafiku ir pievienota šim ziņojumam. Paldies par jūsu laiku un atsaucību. Atgādinām, ka pasākums notiks piektdien. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu.

Veiksmīgu dienu!
Mūsu komanda.",normal
Identitātes pārbaude,"Svarīgs paziņojums!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Jūsu konta drošības statuss ir jāapstiprina.

Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi. Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Lūdzu, pievērsiet šim paziņojumam uzmanību.

Paldies par sapratni.",phishing
Konta darbības apstiprināšana,"Sveiki, klient!

Mūsu sistēma ir konstatējusi neparastu aktivitāti jūsu kontā.

Šis ir automātiski nosūtīts paziņojums. Lūdzu, apstipriniet savu konta informāciju.

Ja pārbaude netiks veikta, piekļuve kontam var tikt ierobežota. Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Apstipriniet konta informāciju,"Labdien!

Kontam ir nepieciešama papildu drošības pārbaude.

Drošības pārbaude ir nepieciešama, lai aizsargātu jūsu kontu. Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi.

Lūdzu, pievērsiet šim paziņojumam uzmanību. Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Ar cieņu,
Atbalsta komanda.",phishing
Informācija par nodarbību,"Sveiki, visiem!

Mēs novērtējam jūsu atsauksmes un ieteikumus. Piegāde ir plānota tuvāko trīs darba dienu laikā. Mēs nosūtīsim papildu informāciju pēc tikšanās. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Mēneša pārskats,"Labdien, Anna!

Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Nodarbība notiks ierastajā laikā. Mēs novērtējam jūsu atsauksmes un ieteikumus. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Mēs priecāsimies saņemt jūsu komentārus. Papildu informāciju varat saņemt, sazinoties ar mums.

Ar cieņu,
Skolas administrācija.",normal
